word,translation,confusion,frequency,example
श्रीकृष्णा,Shri krishna ,,1,श्रीकृष्णा इण्डस्ट्रीज एस्टेट नौंगाव
श्रीकृष्णाग्रीन,Shri krishna green,y,1,श्रीकृष्णाग्रीन
श्रीकृष्‍णाग्रीन,Shri krishna green,y,1,श्रीकृष्‍णाग्रीन
श्रीकृष्णशरणम,Shri krishna sharnam,y,1,श्रीकृष्णशरणम
श्रीकृष्‍णशरणम,Shri krishna sharnam,y,1,श्रीकृष्‍णशरणम
श्रीकृष्णकुंज,Shri krishnakunj,,1,श्रीकृष्णकुंज कॉलोनी
श्रीनगर,Shri nagar,,1,श्रीनगर कॉलोनी
श्रीराधाकृष्णधाम,Shri radhakrishndham,y,1,श्रीराधाकृष्णधाम कॉलोनी
श्रीरामचंद्रधाम,Shri ramchandradham,y,1,श्रीरामचंद्रधाम कालौनी
श्रीधाम,Shridham,,1,श्रीधाम क ालौनी (गो0 गौरवा)
श्रीजीनगर,Shriji nagar,,1,श्रीजीनगर कालौनी
श्रीजीवाटिक,Shriji vatik,,1,श्रीजीवाटिक ा से केशीघाट से परिक्रमा म
श्रोतीपाडा,Shrotipada,,1,श्रोतीपाडा
शुभ,Shubh,,2,शुभ आरती स्टेट
शुभमंगलम,Shubh Mangalam,,1,शुभमंगलम एक्लेव पचगाइै खेडा
शुभम,Shubham,,5,शुभम अपार्टमेंट
शुभमधाम,Shubhamdham,,1,शुभमधाम
शुभमलम,Shubhamlam,,1,शुभमलम पचगाई खेडा
शुमाली,Shumali,,2,सोनौठ शुमाली
शुम्भ,Shumbh,,1,शुम्भ पैलेस
शुर्तवान,Shurtvan,,1,शुर्तवान
श्याम,Shyam,,12,न्यू राघेश्याम कालोनी
श्यामघाट,Shyam ghat,,1,श्यामघाट
श्यामनगर,Shyam nagar,,1,श्यामनगर
श्‍यामनगर,Shyam nagar ,,1,श्‍यामनगर कालौनी
श्यामापुरम,Shyamapuram,,2,श्यामापुरम
श्‍यामजीधाम,Shyamji dham,,1,श्‍यामजीधाम कालौनी
श्यामजीधाम,Shyamji dham,,1,श्यामजीधाम क ालौनी (बरारी)
श्यामो,Shyamo,,1,श्यामो
श्यामों,Shyamon,y,6,श्यामों
सिध्द,Siddh,,1,सिध्द साहनी नगर
सिद्वार्थ,Siddharth ,,3,सिद्वार्थ अपार्टमेंट
सिद्धार्थ,Siddharth ,,2,सिद्धार्थ अपार्टमेन्ट
साइड,Side,,3,चेतराम बरसाना वाली गली के दाेनो साइड
सिधावली,Sidhavali,,1,सिधावली
सीढी,Sidhi,,2,सीढी गेट (कटरा फुलेल)
सिडीकेंट,Sidikent,y,1,सिडीकेंट गली
सिद्वांर्थ,Sidvanrth,,1,सिद्वांर्थ एन्कलेव
सिगारपुर,Sigarpur,,5,"कौरई, सिगारपुर"
सीगौनी,Sigauni,,5,सीगौनी खादर
सिघल,Sighal,,1,सिघल हाईटस
सिग्नेचर,Signature ,,2,गायत्री सिग्नेचर
सिगनेचर,Signature ,,1,गायत्री सिगनेचर
सिह,Sih,,7,"अचरू लधौरा, सिहोरा"
सिहाना,Sihana,,9,उप्पल बैस्टन ग्रीन सिहाना
सिहंपौर,Sihanpaur,y,1,सिहंपौर
सिहावन,Sihavan,,1,सिहावन बांगर
सिहोरा,Sihora,,16,"अचरू लधौरा, सिहोरा"
सिहोरगढ,Sihorgadh,,1,सिहोरगढ
सिजवारीपुरा,Sijvaripura,,1,सिजवारीपुरा
सिकन्दर,Sikandar,,8,"जौनई, सिकन्दरपुर"
सिकन्दरा,Sikandara,,8,पुनीत बिहार सिकन्दरा बहिस्ताबाद
सिकन्दरपुर,Sikandarpur,,9,"जौनई, सिकन्दरपुर"
सिकन्दपुर,Sikandpur,,1,सिकन्दपुर(अहतमाली)
सिकरवार,Sikarvar,,17,"उजरई, नगला सिकरवार"
सिकरारा,Sikrara,,1,सिकरारा
सिकरौदा,Sikrauda,,5,"दूरा, सिकरौदा"
सीकरी,Sikri,,25,"कराही, पतसाल, सीकरी चार हिस्सा"
सिकतरा,Siktara,,9,पट्टी सिकतरा
सिलावली,Silavali,,7,सिलावली
सिलीकेट,Silicate ,,1,सिलीकेट फैक्ट्री
सिलोखर,Silokhar,,5,"महाव, सिलोखर"
सिलपौली,Silpauli,,1,सिलपौली
सिल्वर,Silver ,,12,ओम श्री सिल्वर वैली
सीम्,Sim,y,1,पागल बाबा मंदिर से अहिल्यागंज की सीम्
सिमराही,Simrahi,,3,सिमराही
सिंध,Sindh,,1,नीलगिरी व सिंध व एक्सटेंशन
सिंगाइच,Singaich,y,1,सिंगाइच
सिंगारपुर,Singarpur,,1,सिंगारपुर
सिंगायच,Singayach,,7,"उसर्रा, सिंगायच"
सिंगेचा,Singecha,,1,सिंगेचा
सिंगी,Singi,,2,चौंसिंगी
सींगना,Singna,,3,"जुगसेना, सींगना"
सिंगरावली,Singravali,,3,"बसई जगनेर, सिंगरावली"
सींगू,Singu,,2,सींगू थोक
सिंह,Sinh,y,20,इन्दी सिंह मास्टर की गली
सींह,Sinh,y,1,सींह
सिन्हा,Sinha,,1,सिन्हा वाली गली
सिर,Sir,,1,अजीजपुर ( नरीपुरा ट्रान्सफॉर्मर से अजीजपुर सिरौली मोड तक)
सीर,Sir,,1,घासीराम
सिरौली,Sirauli,,10,अजीजपुर ( नरीपुरा ट्रान्सफॉर्मर से अजीजपुर सिरौली मोड तक)
सिरेला,Sirela,,1,सिरेला
सिरिया,Siriya,,3,सिरिया गली
सिरजी,Sirji,,1,नगला सिरजी
सिरोली,Siroli,,2,अजीजपुर ( सिरोली मोड से आराधना गैस एजेन्सी तक)
सिर्रेला,Sirrela,,2,सिर्रेला
सिर्री,Sirri,,2,सिर्री थोक
सिरथला,Sirthala,,7,सिरथला
सीताराम,Sitaram,,5,पेट्रोल पम्प से आगे सीताराम आश्रम तक
सितौली,Sitauli,,8,"रूदऊ, पायघुसियाना, सितौली"
साइट,Site,,5,औधोगिक क्षेत्र साइट ए (महोली)
सिवाल,Sivall,,7,सिवाल
सियाराम,Siyaram,,1,सियाराम रावत⁄श्रीराम जी स्टेट
स्काईवुड,Skywood,,1,स्काईवुड सिटी
स्लामपुर,Slampur,,6,इस्लामपुर
सो,So,,1,गोलड सोनी बिहार पचगाई खेडा
सोहनलाल,Sohanlal,,1,नगला सोहनलाल
सॉकुरी,Sokuri,y,1,सॉकुरी कलॉ
सोला,Sola,,1,नगला सोला भोला
सोलर,Solar,,1,सोलर सिटी
सोन,Son,,1,गोलड सोनी बिहार पचगाई खेडा
सोना,Sona,,1,सोनाक्षी गार्डन
सोनाक्षी,Sonakshi,,1,सोनाक्षी गार्डन
सोनम,Sonam,,2,सोनम बिहार
सोनौठ,Sonauth,,2,सोनौठ जनूवी
